"TIME","GEO","FREQUENC","ACL00","DEG_URB","HHTYP","QUANTILE","UNIT","Value","Flag and Footnotes"
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Total","Fourth quintile","Percentage","67.0",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Total","Fifth quintile","Percentage","65.1",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households without dependent children","Total","Percentage","79.1",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households without dependent children","First quintile","Percentage","87.6",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households without dependent children","Second quintile","Percentage","83.8",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households without dependent children","Third quintile","Percentage","79.7",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households without dependent children","Fourth quintile","Percentage","72.8",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households without dependent children","Fifth quintile","Percentage","70.9",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households with dependent children","Total","Percentage","65.3",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households with dependent children","First quintile","Percentage","72.3",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households with dependent children","Second quintile","Percentage","70.1",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households with dependent children","Third quintile","Percentage","64.3",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households with dependent children","Fourth quintile","Percentage","61.6",""
"2006","Slovenia","Not in the last 12 months","Sports events","Total","Households with dependent children","Fifth quintile","Percentage","59.1",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Total","Total","Percentage","76.1",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Total","First quintile","Percentage","78.9",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Total","Second quintile","Percentage","82.2",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Total","Third quintile","Percentage","77.5",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Total","Fourth quintile","Percentage","73.7",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Total","Fifth quintile","Percentage","71.9",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households without dependent children","Total","Percentage","81.6",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households without dependent children","First quintile","Percentage","85.4",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households without dependent children","Second quintile","Percentage","84.7",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households without dependent children","Third quintile","Percentage","85.1",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households without dependent children","Fourth quintile","Percentage","78.3",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households without dependent children","Fifth quintile","Percentage","77.4",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households with dependent children","Total","Percentage","69.2",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households with dependent children","First quintile","Percentage","69.3",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households with dependent children","Second quintile","Percentage","79.4",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households with dependent children","Third quintile","Percentage","66.6",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households with dependent children","Fourth quintile","Percentage","69.1",""
"2006","Slovenia","Not in the last 12 months","Sports events","Cities","Households with dependent children","Fifth quintile","Percentage","65.0",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Total","Total","Percentage","69.5",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Total","First quintile","Percentage","79.9",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Total","Second quintile","Percentage","76.4",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Total","Third quintile","Percentage","66.8",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Total","Fourth quintile","Percentage","62.8",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Total","Fifth quintile","Percentage","63.0",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households without dependent children","Total","Percentage","76.7",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households without dependent children","First quintile","Percentage","85.6",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households without dependent children","Second quintile","Percentage","84.7",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households without dependent children","Third quintile","Percentage","74.8",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households without dependent children","Fourth quintile","Percentage","68.9",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households without dependent children","Fifth quintile","Percentage","68.9",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households with dependent children","Total","Percentage","62.4",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households with dependent children","First quintile","Percentage","71.1",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households with dependent children","Second quintile","Percentage","69.6",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households with dependent children","Third quintile","Percentage","59.4",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households with dependent children","Fourth quintile","Percentage","57.6",""
"2006","Slovenia","Not in the last 12 months","Sports events","Towns and suburbs","Households with dependent children","Fifth quintile","Percentage","57.7",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Total","Total","Percentage","72.4",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Total","First quintile","Percentage","82.5",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Total","Second quintile","Percentage","74.7",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Total","Third quintile","Percentage","72.0",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Total","Fourth quintile","Percentage","67.6",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Total","Fifth quintile","Percentage","62.5",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households without dependent children","Total","Percentage","79.5",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households without dependent children","First quintile","Percentage","89.4",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households without dependent children","Second quintile","Percentage","83.0",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households without dependent children","Third quintile","Percentage","80.4",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households without dependent children","Fourth quintile","Percentage","73.5",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households without dependent children","Fifth quintile","Percentage","67.8",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households with dependent children","Total","Percentage","65.7",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households with dependent children","First quintile","Percentage","73.7",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households with dependent children","Second quintile","Percentage","68.2",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households with dependent children","Third quintile","Percentage","66.2",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households with dependent children","Fourth quintile","Percentage","62.0",""
"2006","Slovenia","Not in the last 12 months","Sports events","Rural areas","Households with dependent children","Fifth quintile","Percentage","56.9",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Total","Total","Percentage","60.7",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Total","First quintile","Percentage","38.7",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Total","Second quintile","Percentage","51.5",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Total","Third quintile","Percentage","60.1",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Total","Fourth quintile","Percentage","69.4",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Total","Fifth quintile","Percentage","82.5",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households without dependent children","Total","Percentage","52.3",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households without dependent children","First quintile","Percentage","31.0",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households without dependent children","Second quintile","Percentage","42.0",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households without dependent children","Third quintile","Percentage","50.2",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households without dependent children","Fourth quintile","Percentage","59.8",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households without dependent children","Fifth quintile","Percentage","79.0",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households with dependent children","Total","Percentage","69.0",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households with dependent children","First quintile","Percentage","49.3",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households with dependent children","Second quintile","Percentage","59.6",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households with dependent children","Third quintile","Percentage","68.6",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households with dependent children","Fourth quintile","Percentage","78.3",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Total","Households with dependent children","Fifth quintile","Percentage","86.2",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Total","Total","Percentage","68.7",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Total","First quintile","Percentage","48.2",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Total","Second quintile","Percentage","54.6",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Total","Third quintile","Percentage","62.1",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Total","Fourth quintile","Percentage","79.5",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Total","Fifth quintile","Percentage","85.3",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households without dependent children","Total","Percentage","62.0",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households without dependent children","First quintile","Percentage","40.3",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households without dependent children","Second quintile","Percentage","49.0",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households without dependent children","Third quintile","Percentage","53.2",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households without dependent children","Fourth quintile","Percentage","70.8",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households without dependent children","Fifth quintile","Percentage","82.8",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households with dependent children","Total","Percentage","77.1",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households with dependent children","First quintile","Percentage","59.8",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households with dependent children","Second quintile","Percentage","61.2",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households with dependent children","Third quintile","Percentage","74.9",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households with dependent children","Fourth quintile","Percentage","88.3",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Cities","Households with dependent children","Fifth quintile","Percentage","88.3",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Total","Total","Percentage","63.9",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Total","First quintile","Percentage","43.0",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Total","Second quintile","Percentage","55.2",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Total","Third quintile","Percentage","63.0",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Total","Fourth quintile","Percentage","71.5",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Total","Fifth quintile","Percentage","83.6",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","Total","Percentage","54.7",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","First quintile","Percentage","35.1",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","Second quintile","Percentage","43.7",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","Third quintile","Percentage","53.6",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","Fourth quintile","Percentage","63.1",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households without dependent children","Fifth quintile","Percentage","79.4",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","Total","Percentage","72.9",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","First quintile","Percentage","55.2",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","Second quintile","Percentage","64.7",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","Third quintile","Percentage","71.9",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","Fourth quintile","Percentage","78.6",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Towns and suburbs","Households with dependent children","Fifth quintile","Percentage","87.3",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","Total","Percentage","55.7",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","First quintile","Percentage","33.7",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","Second quintile","Percentage","48.5",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","Third quintile","Percentage","57.8",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","Fourth quintile","Percentage","64.5",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Total","Fifth quintile","Percentage","79.9",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","Total","Percentage","46.6",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","First quintile","Percentage","25.9",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","Second quintile","Percentage","38.6",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","Third quintile","Percentage","46.5",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","Fourth quintile","Percentage","54.0",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households without dependent children","Fifth quintile","Percentage","76.1",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","Total","Percentage","64.2",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","First quintile","Percentage","43.7",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","Second quintile","Percentage","56.3",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","Third quintile","Percentage","65.5",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","Fourth quintile","Percentage","74.7",""
"2006","Slovenia","At least once","Cultural activities (cinema, live performances or cultural sites)","Rural areas","Households with dependent children","Fifth quintile","Percentage","84.0",""
"2006","Slovenia","At least once","Cinema","Total","Total","Total","Percentage","33.9",""
"2006","Slovenia","At least once","Cinema","Total","Total","First quintile","Percentage","19.4",""
"2006","Slovenia","At least once","Cinema","Total","Total","Second quintile","Percentage","25.5",""
"2006","Slovenia","At least once","Cinema","Total","Total","Third quintile","Percentage","31.8",""
"2006","Slovenia","At least once","Cinema","Total","Total","Fourth quintile","Percentage","39.4",""
"2006","Slovenia","At least once","Cinema","Total","Total","Fifth quintile","Percentage","52.2",""
"2006","Slovenia","At least once","Cinema","Total","Households without dependent children","Total","Percentage","23.3",""
"2006","Slovenia","At least once","Cinema","Total","Households without dependent children","First quintile","Percentage","9.9",""
"2006","Slovenia","At least once","Cinema","Total","Households without dependent children","Second quintile","Percentage","13.6",""
"2006","Slovenia","At least once","Cinema","Total","Households without dependent children","Third quintile","Percentage","20.9",""
"2006","Slovenia","At least once","Cinema","Total","Households without dependent children","Fourth quintile","Percentage","27.8",""
"2006","Slovenia","At least once","Cinema","Total","Households without dependent children","Fifth quintile","Percentage","44.4",""
"2006","Slovenia","At least once","Cinema","Total","Households with dependent children","Total","Percentage","44.4",""
"2006","Slovenia","At least once","Cinema","Total","Households with dependent children","First quintile","Percentage","32.7",""
"2006","Slovenia","At least once","Cinema","Total","Households with dependent children","Second quintile","Percentage","35.7",""
"2006","Slovenia","At least once","Cinema","Total","Households with dependent children","Third quintile","Percentage","41.0",""
"2006","Slovenia","At least once","Cinema","Total","Households with dependent children","Fourth quintile","Percentage","50.3",""
"2006","Slovenia","At least once","Cinema","Total","Households with dependent children","Fifth quintile","Percentage","60.4",""
"2006","Slovenia","At least once","Cinema","Cities","Total","Total","Percentage","45.7",""
"2006","Slovenia","At least once","Cinema","Cities","Total","First quintile","Percentage","28.3",""
"2006","Slovenia","At least once","Cinema","Cities","Total","Second quintile","Percentage","31.2",""
"2006","Slovenia","At least once","Cinema","Cities","Total","Third quintile","Percentage","40.7",""
"2006","Slovenia","At least once","Cinema","Cities","Total","Fourth quintile","Percentage","52.8",""
"2006","Slovenia","At least once","Cinema","Cities","Total","Fifth quintile","Percentage","62.0",""
"2006","Slovenia","At least once","Cinema","Cities","Households without dependent children","Total","Percentage","33.4",""
"2006","Slovenia","At least once","Cinema","Cities","Households without dependent children","First quintile","Percentage","15.6",""
"2006","Slovenia","At least once","Cinema","Cities","Households without dependent children","Second quintile","Percentage","16.3",""
"2006","Slovenia","At least once","Cinema","Cities","Households without dependent children","Third quintile","Percentage","27.9",""
"2006","Slovenia","At least once","Cinema","Cities","Households without dependent children","Fourth quintile","Percentage","36.1",""
"2006","Slovenia","At least once","Cinema","Cities","Households without dependent children","Fifth quintile","Percentage","55.1",""
"2006","Slovenia","At least once","Cinema","Cities","Households with dependent children","Total","Percentage","61.0",""
"2006","Slovenia","At least once","Cinema","Cities","Households with dependent children","First quintile","Percentage","46.9",""
"2006","Slovenia","At least once","Cinema","Cities","Households with dependent children","Second quintile","Percentage","48.4",""
"2006","Slovenia","At least once","Cinema","Cities","Households with dependent children","Third quintile","Percentage","58.6",""
"2006","Slovenia","At least once","Cinema","Cities","Households with dependent children","Fourth quintile","Percentage","69.7",""
"2006","Slovenia","At least once","Cinema","Cities","Households with dependent children","Fifth quintile","Percentage","70.4",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Total","Total","Percentage","36.7",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Total","First quintile","Percentage","22.2",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Total","Second quintile","Percentage","27.8",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Total","Third quintile","Percentage","33.6",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Total","Fourth quintile","Percentage","43.0",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Total","Fifth quintile","Percentage","54.1",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households without dependent children","Total","Percentage","25.0",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households without dependent children","First quintile","Percentage","11.2",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households without dependent children","Second quintile","Percentage","15.6",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households without dependent children","Third quintile","Percentage","22.7",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households without dependent children","Fourth quintile","Percentage","30.7",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households without dependent children","Fifth quintile","Percentage","45.6",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households with dependent children","Total","Percentage","48.1",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households with dependent children","First quintile","Percentage","39.6",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households with dependent children","Second quintile","Percentage","37.9",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households with dependent children","Third quintile","Percentage","43.8",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households with dependent children","Fourth quintile","Percentage","53.4",""
"2006","Slovenia","At least once","Cinema","Towns and suburbs","Households with dependent children","Fifth quintile","Percentage","61.7",""
"2006","Slovenia","At least once","Cinema","Rural areas","Total","Total","Percentage","27.8",""
"2006","Slovenia","At least once","Cinema","Rural areas","Total","First quintile","Percentage","15.5",""
"2006","Slovenia","At least once","Cinema","Rural areas","Total","Second quintile","Percentage","22.6",""
"2006","Slovenia","At least once","Cinema","Rural areas","Total","Third quintile","Percentage","27.8",""
"2006","Slovenia","At least once","Cinema","Rural areas","Total","Fourth quintile","Percentage","32.5",""
"2006","Slovenia","At least once","Cinema","Rural areas","Total","Fifth quintile","Percentage","44.5",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households without dependent children","Total","Percentage","18.1",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households without dependent children","First quintile","Percentage","7.5",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households without dependent children","Second quintile","Percentage","11.5",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households without dependent children","Third quintile","Percentage","16.5",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households without dependent children","Fourth quintile","Percentage","23.0",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households without dependent children","Fifth quintile","Percentage","36.1",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households with dependent children","Total","Percentage","36.8",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households with dependent children","First quintile","Percentage","25.8",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households with dependent children","Second quintile","Percentage","31.3",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households with dependent children","Third quintile","Percentage","35.6",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households with dependent children","Fourth quintile","Percentage","41.6",""
"2006","Slovenia","At least once","Cinema","Rural areas","Households with dependent children","Fifth quintile","Percentage","53.4",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Total","Total","Percentage","40.1",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Total","First quintile","Percentage","21.6",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Total","Second quintile","Percentage","29.8",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Total","Third quintile","Percentage","37.7",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Total","Fourth quintile","Percentage","45.4",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Total","Fifth quintile","Percentage","65.0",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","Total","Percentage","34.2",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","First quintile","Percentage","17.5",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","Second quintile","Percentage","23.2",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","Third quintile","Percentage","30.0",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","Fourth quintile","Percentage","38.4",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households without dependent children","Fifth quintile","Percentage","61.5",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","Total","Percentage","46.1",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","First quintile","Percentage","27.4",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","Second quintile","Percentage","35.3",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","Third quintile","Percentage","44.3",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","Fourth quintile","Percentage","52.0",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Total","Households with dependent children","Fifth quintile","Percentage","68.6",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Total","Total","Percentage","48.3",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Total","First quintile","Percentage","28.8",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Total","Second quintile","Percentage","31.6",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Total","Third quintile","Percentage","42.7",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Total","Fourth quintile","Percentage","49.4",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Total","Fifth quintile","Percentage","70.8",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","Total","Percentage","43.7",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","First quintile","Percentage","28.1",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","Second quintile","Percentage","25.2",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","Third quintile","Percentage","35.6",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","Fourth quintile","Percentage","45.4",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households without dependent children","Fifth quintile","Percentage","67.2",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","Total","Percentage","53.9",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","First quintile","Percentage","29.8",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","Second quintile","Percentage","39.1",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","Third quintile","Percentage","52.8",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","Fourth quintile","Percentage","53.4",""
"2006","Slovenia","At least once","Live performances (theatre, concerts, ballet)","Cities","Households with dependent children","Fifth quintile","Percentage","75.4",""
